Drug Name,Drug ID,Cell Line Name,Cosmic ID,TCGA Classification,Tissue,Tissue Sub-type,IC50,AUC,Max Conc,RMSE,Z score,Dataset Version
Doxorubicin,133,SCC-15,910911,HNSC,aero_digestive_tract,head_and_neck,-1.616143091,.65862898233279088,1.024,.058498662632154662,.090476820365674268,GDSC1
Doxorubicin,133,CAL-27,910916,HNSC,aero_digestive_tract,head_and_neck,-3.884477292,.32257917888809873,1.024,.13546952765136561,-1.280411915,GDSC1
Doxorubicin,133,DOK,910936,HNSC,aero_digestive_tract,head_and_neck,-0.36279278,.78947746823190768,1.024,.15615568849688721,.84795066226004578,GDSC1
Doxorubicin,133,HO-1-N-1,924111,HNSC,aero_digestive_tract,head_and_neck,-1.728044754,.66468877618616362,1.024,.13573246421037732,.022848015998228499,GDSC1
Doxorubicin,133,BICR22,1240121,HNSC,aero_digestive_tract,head_and_neck,-0.432307421,.81621179121425413,1.024,.094398822929871132,.80593884698045182,GDSC1
Doxorubicin,133,BICR78,1240122,HNSC,aero_digestive_tract,head_and_neck,-1.487719513,.68178379715770732,1.024,.077201993528380114,.16809079652351733,GDSC1
Doxorubicin,133,JHU-011,1240161,HNSC,aero_digestive_tract,head_and_neck,-4.384552241,.24766377799713024,1.024,.13146739991653589,-1.582636832,GDSC1
Doxorubicin,133,JHU-022,1240162,HNSC,aero_digestive_tract,head_and_neck,-0.521496459,.79033520528141676,1.024,.077496094263500501,.75203662740196309,GDSC1
Doxorubicin,133,OSC-20,1240196,HNSC,aero_digestive_tract,head_and_neck,-3.289971886,.41988206009372142,1.024,.11567527275214014,-0.92111708,GDSC1
Doxorubicin,133,PCI-15A,1240204,HNSC,aero_digestive_tract,head_and_neck,-1.824051863,.64661202024648901,1.024,.052307275405640584,-0.035174768,GDSC1
Doxorubicin,133,PCI-38,1240205,HNSC,aero_digestive_tract,head_and_neck,-0.440439571,.82540796188667342,1.024,.023501496038862472,.80102410696360016,GDSC1
Doxorubicin,133,PCI-6A,1240206,HNSC,aero_digestive_tract,head_and_neck,-4.202868833,.27375153552535791,1.024,.12559813163317543,-1.472834785,GDSC1
Doxorubicin,133,PE-CA-PJ15,1240207,HNSC,aero_digestive_tract,head_and_neck,-1.507448366,.68758180823407611,1.024,.047527449214343057,.1561674814933009,GDSC1
Doxorubicin,133,BICR10,1290724,HNSC,aero_digestive_tract,head_and_neck,.9857606618412591,.93157924240065304,1.024,.069175376504893832,1.6629613966618617,GDSC1
Doxorubicin,133,BICR31,1290725,HNSC,aero_digestive_tract,head_and_neck,-3.002457869,.46049980255358014,1.024,.082876684233866557,-0.747355327,GDSC1
Doxorubicin,133,JHU-029,1298156,HNSC,aero_digestive_tract,head_and_neck,-4.30527478,.28416636693376784,1.024,.065088033657805966,-1.534724765,GDSC1
Doxorubicin,133,KON,1298215,HNSC,aero_digestive_tract,head_and_neck,-3.327190259,.40589823287838911,1.024,.1223814234119336,-0.943610347,GDSC1
Doxorubicin,133,OSC-19,1298362,HNSC,aero_digestive_tract,head_and_neck,-3.086387184,.4466898083427242,1.024,.17646945060735822,-0.798078783,GDSC1
Doxorubicin,133,PCI-30,1298529,HNSC,aero_digestive_tract,head_and_neck,.80793943710397664,.90484799888726375,1.024,.10869352028510988,1.5554934962986711,GDSC1
Doxorubicin,133,PCI-4B,1298531,HNSC,aero_digestive_tract,head_and_neck,-3.73472999,.34379328047238633,1.024,.085058995658857495,-1.18991075,GDSC1
Doxorubicin,133,SAT,1299050,HNSC,aero_digestive_tract,head_and_neck,.70831880373800882,.87772763129931208,1.024,.077465448184510954,1.4952868459592126,GDSC1
Doxorubicin,133,SCC90,1299052,HNSC,aero_digestive_tract,head_and_neck,-0.919632884,.73399824457504315,1.024,.1232092097251288,.51141919975924122,GDSC1
Doxorubicin,133,SKN-3,1299059,HNSC,aero_digestive_tract,head_and_neck,1.4566846019825335,.94543185571502386,1.024,.038348017468599137,1.9475686315547436,GDSC1
,,,,,,,,,,,,
Doxorubicin,1386,BB30-HNC,753531,HNSC,aero_digestive_tract,head_and_neck,-3.249124589,.195864010750185,5,.061102370812376981,-1.161539372,GDSC1
Doxorubicin,1386,BB49-HNC,753532,HNSC,aero_digestive_tract,head_and_neck,-3.344401858,.22026550446605675,5,.09661177855831718,-1.230214341,GDSC1
Doxorubicin,1386,BHY,753535,HNSC,aero_digestive_tract,head_and_neck,-2.190251069,.3374236939037949,5,.075416836770786116,-0.398313196,GDSC1
Doxorubicin,1386,Ca9-22,753538,HNSC,aero_digestive_tract,head_and_neck,-2.345180304,.3099074272328326,5,.052305002746353975,-0.509984746,GDSC1
Doxorubicin,1386,CAL-33,753541,HNSC,aero_digestive_tract,head_and_neck,-2.915576502,.23726462603887655,5,.094656909657655677,-0.921121017,GDSC1
Doxorubicin,1386,HO-1-u-1,753561,HNSC,aero_digestive_tract,head_and_neck,-2.611119872,.26792868718620733,5,.090690914955715282,-0.701671511,GDSC1
Doxorubicin,1386,HSC-2,753562,HNSC,aero_digestive_tract,head_and_neck,-2.551998161,.27797645088468825,5,.03307469259389767,-0.659057133,GDSC1
Doxorubicin,1386,KOSC-2,753570,HNSC,aero_digestive_tract,head_and_neck,-3.056246838,.23830136153321968,5,.053395940194476084,-1.022514885,GDSC1
Doxorubicin,1386,LB771-HNC,753583,HNSC,aero_digestive_tract,head_and_neck,.070822705104386929,.67755007925024024,5,.04865395092486198,1.2314477313484213,GDSC1
Doxorubicin,1386,Detroit562,906837,HNSC,aero_digestive_tract,head_and_neck,-1.307877937,.47650195569127762,5,.061468167413769405,.23769314342626244,GDSC1
Doxorubicin,1386,FADU,906863,HNSC,aero_digestive_tract,head_and_neck,-3.541858704,.15936767229412263,5,.054135525219917921,-1.372539397,GDSC1
Doxorubicin,1386,HSC-3,907061,HNSC,aero_digestive_tract,head_and_neck,-3.499855896,.14391132195719791,5,.057068666818247682,-1.342264164,GDSC1
Doxorubicin,1386,HSC-4,907062,HNSC,aero_digestive_tract,head_and_neck,-2.480930529,.31940667910870757,5,.083076927179230528,-0.607832245,GDSC1
Doxorubicin,1386,SAS,909708,HNSC,aero_digestive_tract,head_and_neck,-4.020010025,.12620047032804316,5,.068884664582020139,-1.717186418,GDSC1
Doxorubicin,1386,SCC-9,909709,HNSC,aero_digestive_tract,head_and_neck,-1.305766066,.48021741109464944,5,.068375503671144519,.23921536013442288,GDSC1
Doxorubicin,1386,SCC-25,910701,HNSC,aero_digestive_tract,head_and_neck,-0.942535749,.5341767015658786,5,.085616279319122565,.50102839117999409,GDSC1
Doxorubicin,1386,SCC-4,910904,HNSC,aero_digestive_tract,head_and_neck,-0.608628483,.5823044074646273,5,.051070775735013396,.74170564032862585,GDSC1
Doxorubicin,1386,SCC-15,910911,HNSC,aero_digestive_tract,head_and_neck,-1.180843321,.49746144333038123,5,.084841976854491366,.32925851202573897,GDSC1
Doxorubicin,1386,CAL-27,910916,HNSC,aero_digestive_tract,head_and_neck,-2.738683426,.25965139126404335,5,.053026148408356004,-0.793618134,GDSC1
Doxorubicin,1386,DOK,910936,HNSC,aero_digestive_tract,head_and_neck,-1.755010249,.42107153036999867,5,.05268748909744423,-0.084595665,GDSC1
Doxorubicin,1386,HO-1-N-1,924111,HNSC,aero_digestive_tract,head_and_neck,-2.986114821,.21897283214571051,5,.060515815308750533,-0.97196438,GDSC1
Doxorubicin,1386,BICR22,1240121,HNSC,aero_digestive_tract,head_and_neck,-2.595080105,.29086732429376161,5,.048763264822751222,-0.690110197,GDSC1
Doxorubicin,1386,BICR78,1240122,HNSC,aero_digestive_tract,head_and_neck,-2.285918747,.33711700526570354,5,.032981716266209736,-0.467269568,GDSC1
Doxorubicin,1386,JHU-011,1240161,HNSC,aero_digestive_tract,head_and_neck,-4.485383863,.074729476631733238,5,.10356704913274178,-2.052623548,GDSC1
Doxorubicin,1386,JHU-022,1240162,HNSC,aero_digestive_tract,head_and_neck,-2.562087463,.30683725379046667,5,.058310502529379311,-0.666329408,GDSC1
Doxorubicin,1386,OSC-20,1240196,HNSC,aero_digestive_tract,head_and_neck,-2.154253021,.35519071330870955,5,.073426014515595717,-0.372366139,GDSC1
Doxorubicin,1386,PCI-15A,1240204,HNSC,aero_digestive_tract,head_and_neck,-1.881309757,.38541938025670941,5,.02805531183430748,-0.175631175,GDSC1
Doxorubicin,1386,PCI-38,1240205,HNSC,aero_digestive_tract,head_and_neck,-2.319590153,.32290519327004397,5,.075557787983772912,-0.491539604,GDSC1
Doxorubicin,1386,PCI-6A,1240206,HNSC,aero_digestive_tract,head_and_neck,-2.324392633,.31655256525690434,5,.1450944542094825,-0.495001187,GDSC1
Doxorubicin,1386,PE-CA-PJ15,1240207,HNSC,aero_digestive_tract,head_and_neck,-2.516883478,.29663391326155586,5,.032946103240177764,-0.633746796,GDSC1
Doxorubicin,1386,BICR10,1290724,HNSC,aero_digestive_tract,head_and_neck,-0.634324712,.58079260551936018,5,.093980185029483868,.72318403767050443,GDSC1
Doxorubicin,1386,JHU-029,1298156,HNSC,aero_digestive_tract,head_and_neck,-3.65857296,.17867381090303458,5,.027352390553822537,-1.456665946,GDSC1
Doxorubicin,1386,KON,1298215,HNSC,aero_digestive_tract,head_and_neck,-2.943757492,.22588522985818571,5,.038735019879064102,-0.941433611,GDSC1
Doxorubicin,1386,OSC-19,1298362,HNSC,aero_digestive_tract,head_and_neck,-1.828806566,.39550956004922599,5,.035224739995839957,-0.137787363,GDSC1
Doxorubicin,1386,PCI-30,1298529,HNSC,aero_digestive_tract,head_and_neck,-1.613928848,.43494267351666083,5,.093264794265713713,.017094495431730035,GDSC1
Doxorubicin,1386,PCI-4B,1298531,HNSC,aero_digestive_tract,head_and_neck,-3.171947318,.20099257685152883,5,.060174625395868313,-1.105910714,GDSC1
Doxorubicin,1386,SAT,1299050,HNSC,aero_digestive_tract,head_and_neck,-1.864737302,.40655497429430454,5,.0357448927682762,-0.163685903,GDSC1
Doxorubicin,1386,SCC90,1299052,HNSC,aero_digestive_tract,head_and_neck,.016738365454147398,.65635154541602991,5,.13432656876869017,1.1924642428095857,GDSC1
Doxorubicin,1386,SKN-3,1299059,HNSC,aero_digestive_tract,head_and_neck,-2.844858228,.26283494060374335,5,.051390303767390955,-0.870147943,GDSC1
,,,,,,,,,,,,
,,,,,,,,,,,,
Bleomycin,190,BB30-HNC,753531,HNSC,aero_digestive_tract,head_and_neck,-2.418970729,.054602067718104719,64,.083961843417594231,-1.802702814,
Bleomycin,190,BB49-HNC,753532,HNSC,aero_digestive_tract,head_and_neck,3.3935755245361126,.76094780361705328,64,.10505740150731838,.74582713009155877,
Bleomycin,190,BHY,753535,HNSC,aero_digestive_tract,head_and_neck,.48477314730642579,.35664156871800157,64,.099354621119589759,-0.5295468,
Bleomycin,190,Ca9-22,753538,HNSC,aero_digestive_tract,head_and_neck,-0.863991253,.1647706218099162,64,.16381366091150384,-1.12091697,
Bleomycin,190,CAL-33,753541,HNSC,aero_digestive_tract,head_and_neck,.42513020297606396,.34954040640633732,64,.12046689593578568,-0.555697445,
Bleomycin,190,HO-1-u-1,753561,HNSC,aero_digestive_tract,head_and_neck,1.9658774245233375,.59594544324568599,64,.19667029605426056,.11984822157182214,
Bleomycin,190,HSC-2,753562,HNSC,aero_digestive_tract,head_and_neck,1.0206423013547581,.43958889044341587,64,.044105212650853744,-0.294593214,
Bleomycin,190,LB771-HNC,753583,HNSC,aero_digestive_tract,head_and_neck,4.0612269820788551,.84409561073925454,64,.13283985752934768,1.0385610986108678,
Bleomycin,190,Detroit562,906837,HNSC,aero_digestive_tract,head_and_neck,2.2846323859511894,.64377074936874368,64,.13090010838697985,.2596073785238921,
Bleomycin,190,FADU,906863,HNSC,aero_digestive_tract,head_and_neck,1.2969411423633475,.48563187474462821,64,.13103879206095617,-0.173449083,
Bleomycin,190,HSC-3,907061,HNSC,aero_digestive_tract,head_and_neck,-0.273064267,.2319118445788062,64,.075217084337976775,-0.861823097,
Bleomycin,190,HSC-4,907062,HNSC,aero_digestive_tract,head_and_neck,5.3517625118738712,.92153937350520332,64,.069572233404721823,1.604400628928794,
Bleomycin,190,SAS,909708,HNSC,aero_digestive_tract,head_and_neck,1.3265366940325116,.49075208168078333,64,.19006500362827675,-0.160472816,
Bleomycin,190,SCC-25,910701,HNSC,aero_digestive_tract,head_and_neck,-0.359816142,.24511932784027968,64,.072060370616688352,-0.899859741,
Bleomycin,190,SCC-4,910904,HNSC,aero_digestive_tract,head_and_neck,.76999174784410318,.40865277220142071,64,.14453007048909491,-0.404491771,
Bleomycin,190,SCC-15,910911,HNSC,aero_digestive_tract,head_and_neck,3.314439351375821,.7577126722145846,64,.069387156467024716,.71112961575091138,
Bleomycin,190,CAL-27,910916,HNSC,aero_digestive_tract,head_and_neck,2.1697828095545719,.62400806961516242,64,.066722327341267804,.20925120555142304,
Bleomycin,190,DOK,910936,HNSC,aero_digestive_tract,head_and_neck,4.593993449264187,.85983274192512837,64,.14079990785181479,1.2721543012785788,
Bleomycin,190,HO-1-N-1,924111,HNSC,aero_digestive_tract,head_and_neck,1.6486513803274347,.5430753871727545,64,.132322943562802,-0.019240577,
Bleomycin,190,BICR22,1240121,HNSC,aero_digestive_tract,head_and_neck,-0.537456128,.22825845912964837,64,.20345852051614935,-0.977746575,
Bleomycin,190,BICR78,1240122,HNSC,aero_digestive_tract,head_and_neck,3.0980597302265283,.74029615143579708,64,.16415164556689105,.6162572620847292,
Bleomycin,190,JHU-011,1240161,HNSC,aero_digestive_tract,head_and_neck,.041935456438724837,.2889398358196924,64,.14682299342305613,-0.723710436,
Bleomycin,190,JHU-022,1240162,HNSC,aero_digestive_tract,head_and_neck,3.6259800410428378,.79163221315444354,64,.25382340043471391,.84772565161836833,
Bleomycin,190,OSC-20,1240196,HNSC,aero_digestive_tract,head_and_neck,2.1192689232157145,.60801965502272703,64,.097627250997676662,.18710322662282106,
Bleomycin,190,PCI-15A,1240204,HNSC,aero_digestive_tract,head_and_neck,.35692046996317872,.33744908252323436,64,.17655248512116389,-0.585604225,
Bleomycin,190,PCI-38,1240205,HNSC,aero_digestive_tract,head_and_neck,2.2100132712560745,.6277727605731106,64,.21709307030231687,.22689038326338209,
Bleomycin,190,PCI-6A,1240206,HNSC,aero_digestive_tract,head_and_neck,1.7868488863380321,.5647039015024351,64,.11036300792668496,.041352572578439946,
Bleomycin,190,PE-CA-PJ15,1240207,HNSC,aero_digestive_tract,head_and_neck,4.0827106218924136,.86143799434873158,64,.055243471964728452,1.0479806708589519,
Bleomycin,190,BICR10,1290724,HNSC,aero_digestive_tract,head_and_neck,2.4387647821968832,.65823282582397447,64,.17223550512373531,.32718723253402743,
Bleomycin,190,BICR31,1290725,HNSC,aero_digestive_tract,head_and_neck,.07623033357754333,.30238644114921354,64,.14449672953759424,-0.708673735,
Bleomycin,190,JHU-029,1298156,HNSC,aero_digestive_tract,head_and_neck,.21465960720082541,.33419512747607383,64,.20035776155747015,-0.647978967,
Bleomycin,190,KON,1298215,HNSC,aero_digestive_tract,head_and_neck,-1.492587928,.10480192623622608,64,.14598516572945303,-1.396527241,
Bleomycin,190,OSC-19,1298362,HNSC,aero_digestive_tract,head_and_neck,1.2745044012772395,.48230948514138394,64,.20049792576503853,-0.183286545,
Bleomycin,190,PCI-30,1298529,HNSC,aero_digestive_tract,head_and_neck,6.9668223658648207,.97755383145123154,64,.053195548991483196,2.3125289122025849,
Bleomycin,190,PCI-4B,1298531,HNSC,aero_digestive_tract,head_and_neck,.95015723665622953,.4298781018730744,64,.074868707326538289,-0.325497622,
Bleomycin,190,SAT,1299050,HNSC,aero_digestive_tract,head_and_neck,4.6947367549159917,.86748202040490319,64,.093926474155990147,1.3163255336364721,
Bleomycin,190,SCC90,1299052,HNSC,aero_digestive_tract,head_and_neck,3.6618320579881973,.78168704534172639,64,.26382568077091462,.86344508588495905,
Bleomycin,190,SKN-3,1299059,HNSC,aero_digestive_tract,head_and_neck,3.2212099797760718,.75600443722710087,64,.21652957108979937,.67025289239079089,
,,,,,,,,,,,,
Bleomycin (50 uM),1378,BB30-HNC,753531,HNSC,aero_digestive_tract,head_and_neck,-2.325865507,.072713050984108296,50,.099888975151204804,-2.262767354,GDSC1
Bleomycin (50 uM),1378,BB49-HNC,753532,HNSC,aero_digestive_tract,head_and_neck,.86007272572921512,.46090342376578886,50,.14888883235080363,-0.717741332,GDSC1
Bleomycin (50 uM),1378,BHY,753535,HNSC,aero_digestive_tract,head_and_neck,2.1466601299149271,.65955389262565789,50,.14342496272947214,-0.09380864,GDSC1
Bleomycin (50 uM),1378,Ca9-22,753538,HNSC,aero_digestive_tract,head_and_neck,-0.66213554,.22080175818836134,50,.19046665834417387,-1.455938752,GDSC1
Bleomycin (50 uM),1378,CAL-33,753541,HNSC,aero_digestive_tract,head_and_neck,-0.318825306,.27708726668419725,50,.13483893501874011,-1.289449885,GDSC1
Bleomycin (50 uM),1378,HO-1-u-1,753561,HNSC,aero_digestive_tract,head_and_neck,-1.109849347,.16141792464142346,50,.14744356645216417,-1.673058303,GDSC1
Bleomycin (50 uM),1378,HSC-2,753562,HNSC,aero_digestive_tract,head_and_neck,-1.137239048,.16027664044119627,50,.12662260162926972,-1.686340985,GDSC1
Bleomycin (50 uM),1378,KOSC-2,753570,HNSC,aero_digestive_tract,head_and_neck,-0.213918877,.30631399586256636,50,.1221108030449575,-1.238575338,GDSC1
Bleomycin (50 uM),1378,LB771-HNC,753583,HNSC,aero_digestive_tract,head_and_neck,3.9042746838578744,.85222057503092508,50,.062608899446546074,.75854944928997203,GDSC1
Bleomycin (50 uM),1378,Detroit562,906837,HNSC,aero_digestive_tract,head_and_neck,1.5308763895549553,.56340435547606271,50,.1148316481644226,-0.392433984,GDSC1
Bleomycin (50 uM),1378,FADU,906863,HNSC,aero_digestive_tract,head_and_neck,2.431714510374356,.70133646599872368,50,.084126771688508351,.044428954372778356,GDSC1
Bleomycin (50 uM),1378,HSC-3,907061,HNSC,aero_digestive_tract,head_and_neck,-1.913360702,.076380035992793527,50,.071897422002349803,-2.062722466,GDSC1
Bleomycin (50 uM),1378,HSC-4,907062,HNSC,aero_digestive_tract,head_and_neck,-0.446374898,.28584716078667416,50,.080503271692766401,-1.351305271,GDSC1
Bleomycin (50 uM),1378,SAS,909708,HNSC,aero_digestive_tract,head_and_neck,-1.739909268,.12428437583500007,50,.065244354660679751,-1.978606906,GDSC1
Bleomycin (50 uM),1378,SCC-9,909709,HNSC,aero_digestive_tract,head_and_neck,3.1949331739678763,.76382254093239221,50,.23070473834756111,.41455310929006745,GDSC1
Bleomycin (50 uM),1378,SCC-25,910701,HNSC,aero_digestive_tract,head_and_neck,4.9362823178907549,.93746355098584777,50,.038936158537158476,1.2590232605777465,GDSC1
Bleomycin (50 uM),1378,SCC-4,910904,HNSC,aero_digestive_tract,head_and_neck,3.1500502684526284,.77721126182278033,50,.16555681101169831,.39278706992744628,GDSC1
Bleomycin (50 uM),1378,SCC-15,910911,HNSC,aero_digestive_tract,head_and_neck,1.0380129576777972,.48545059293272308,50,.11076965099378083,-0.631448922,GDSC1
Bleomycin (50 uM),1378,CAL-27,910916,HNSC,aero_digestive_tract,head_and_neck,-0.690853021,.22576972697773223,50,.13243455816075472,-1.469865342,GDSC1
Bleomycin (50 uM),1378,DOK,910936,HNSC,aero_digestive_tract,head_and_neck,1.8907749652774768,.59981440371290062,50,.13125811601717391,-0.217900574,GDSC1
Bleomycin (50 uM),1378,HO-1-N-1,924111,HNSC,aero_digestive_tract,head_and_neck,-0.790913563,.20495479293618235,50,.11533402698383846,-1.518389867,GDSC1
Bleomycin (50 uM),1378,BICR22,1240121,HNSC,aero_digestive_tract,head_and_neck,-1.790643154,.12574996990680964,50,.090608987898526866,-2.003210388,GDSC1
Bleomycin (50 uM),1378,BICR78,1240122,HNSC,aero_digestive_tract,head_and_neck,1.2929831773151628,.5228131625300847,50,.079633571385010829,-0.507800692,GDSC1
Bleomycin (50 uM),1378,JHU-011,1240161,HNSC,aero_digestive_tract,head_and_neck,-1.818430648,.10113480712710488,50,.088365079477867314,-2.016685979,GDSC1
Bleomycin (50 uM),1378,JHU-022,1240162,HNSC,aero_digestive_tract,head_and_neck,.017767298191989245,.34304527226605352,50,.1186672908707271,-1.126218744,GDSC1
Bleomycin (50 uM),1378,OSC-20,1240196,HNSC,aero_digestive_tract,head_and_neck,.58129916812274607,.41738935066878824,50,.14357020698704304,-0.85293303,GDSC1
Bleomycin (50 uM),1378,PCI-15A,1240204,HNSC,aero_digestive_tract,head_and_neck,-1.364317825,.14575706747820194,50,.12654208752046786,-1.796463213,GDSC1
Bleomycin (50 uM),1378,PCI-38,1240205,HNSC,aero_digestive_tract,head_and_neck,-0.205239048,.29599729786206064,50,.1442003740460239,-1.234366041,GDSC1
Bleomycin (50 uM),1378,PCI-6A,1240206,HNSC,aero_digestive_tract,head_and_neck,.90998284060705015,.46286319581079582,50,.18878169602049416,-0.693537339,GDSC1
Bleomycin (50 uM),1378,PE-CA-PJ15,1240207,HNSC,aero_digestive_tract,head_and_neck,-0.596833236,.24535828058607156,50,.10348556860286269,-1.424270291,GDSC1
Bleomycin (50 uM),1378,BICR10,1290724,HNSC,aero_digestive_tract,head_and_neck,2.1659090822652716,.65448810209279495,50,.17661840986945843,-0.084473828,GDSC1
Bleomycin (50 uM),1378,JHU-029,1298156,HNSC,aero_digestive_tract,head_and_neck,-1.340382211,.18020094350491589,50,.087330389335629768,-1.784855598,GDSC1
Bleomycin (50 uM),1378,KON,1298215,HNSC,aero_digestive_tract,head_and_neck,1.2978361335483153,.5259164064794023,50,.19441209525844583,-0.505447242,GDSC1
Bleomycin (50 uM),1378,OSC-19,1298362,HNSC,aero_digestive_tract,head_and_neck,1.0493106418623295,.48573697299741847,50,.20122724918692866,-0.625970091,GDSC1
